2023-10-05 20:10:03,635 INFO    MainThread:4200 [wandb_setup.py:_flush():76] Current SDK version is 0.15.11
2023-10-05 20:10:04,287 INFO    MainThread:4200 [wandb_run.py:_config_callback():1324] config_cb None None {'output_dir': './results', 'overwrite_output_dir': False, 'do_train': True, 'do_eval': True, 'do_predict': False, 'evaluation_strategy': 'epoch', 'prediction_loss_only': False, 'per_device_train_batch_size': 16, 'per_device_eval_batch_size': 16, 'per_gpu_train_batch_size': None, 'per_gpu_eval_batch_size': None, 'gradient_accumulation_steps': 1, 'eval_accumulation_steps': None, 'eval_delay': 0, 'learning_rate': 5e-05, 'weight_decay': 0.01, 'adam_beta1': 0.9, 'adam_beta2': 0.999, 'adam_epsilon': 1e-08, 'max_grad_norm': 1.0, 'num_train_epochs': 100, 'max_steps': -1, 'lr_scheduler_type': 'linear', 'warmup_ratio': 0.0, 'warmup_steps': 500, 'log_level': 'passive', 'log_level_replica': 'warning', 'log_on_each_node': True, 'logging_dir': './logs', 'logging_strategy': 'steps', 'logging_first_step': False, 'logging_steps': 15000, 'logging_nan_inf_filter': True, 'save_strategy': 'epoch', 'save_steps': 500, 'save_total_limit': 2, 'save_safetensors': False, 'save_on_each_node': False, 'no_cuda': False, 'use_cpu': False, 'use_mps_device': False, 'seed': 42, 'data_seed': None, 'jit_mode_eval': False, 'use_ipex': False, 'bf16': False, 'fp16': False, 'fp16_opt_level': 'O1', 'half_precision_backend': 'auto', 'bf16_full_eval': False, 'fp16_full_eval': False, 'tf32': None, 'local_rank': 0, 'ddp_backend': None, 'tpu_num_cores': None, 'tpu_metrics_debug': False, 'debug': [], 'dataloader_drop_last': False, 'eval_steps': None, 'dataloader_num_workers': 0, 'past_index': -1, 'run_name': './results', 'disable_tqdm': False, 'remove_unused_columns': True, 'label_names': None, 'load_best_model_at_end': True, 'metric_for_best_model': 'eval_loss', 'greater_is_better': False, 'ignore_data_skip': False, 'sharded_ddp': [], 'fsdp': [], 'fsdp_min_num_params': 0, 'fsdp_config': {'min_num_params': 0, 'xla': False, 'xla_fsdp_grad_ckpt': False}, 'fsdp_transformer_layer_cls_to_wrap': None, 'deepspeed': None, 'label_smoothing_factor': 0.0, 'optim': 'adamw_torch', 'optim_args': None, 'adafactor': False, 'group_by_length': False, 'length_column_name': 'length', 'report_to': ['wandb'], 'ddp_find_unused_parameters': None, 'ddp_bucket_cap_mb': None, 'ddp_broadcast_buffers': None, 'dataloader_pin_memory': True, 'skip_memory_metrics': True, 'use_legacy_prediction_loop': False, 'push_to_hub': False, 'resume_from_checkpoint': None, 'hub_model_id': None, 'hub_strategy': 'every_save', 'hub_token': '<HUB_TOKEN>', 'hub_private_repo': False, 'hub_always_push': False, 'gradient_checkpointing': False, 'include_inputs_for_metrics': False, 'fp16_backend': 'auto', 'push_to_hub_model_id': None, 'push_to_hub_organization': None, 'push_to_hub_token': '<PUSH_TO_HUB_TOKEN>', 'mp_parameters': '', 'auto_find_batch_size': False, 'full_determinism': False, 'torchdynamo': None, 'ray_scope': 'last', 'ddp_timeout': 1800, 'torch_compile': False, 'torch_compile_backend': None, 'torch_compile_mode': None, 'dispatch_batches': None}
2023-10-05 20:10:15,615 INFO    MainThread:4200 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2023-10-05 20:10:15,615 INFO    MainThread:4200 [wandb_init.py:_pause_backend():438] pausing backend
2023-10-05 20:10:15,619 INFO    MainThread:4200 [wandb_init.py:_resume_backend():443] resuming backend
2023-10-05 20:10:15,638 INFO    MainThread:4200 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2023-10-05 20:10:15,638 INFO    MainThread:4200 [wandb_init.py:_pause_backend():438] pausing backend
2023-10-05 20:10:15,641 INFO    MainThread:4200 [wandb_init.py:_resume_backend():443] resuming backend
2023-10-05 20:10:15,645 INFO    MainThread:4200 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2023-10-05 20:10:15,645 INFO    MainThread:4200 [wandb_init.py:_pause_backend():438] pausing backend
2023-10-05 20:10:15,648 INFO    MainThread:4200 [wandb_init.py:_resume_backend():443] resuming backend
2023-10-05 20:10:16,217 INFO    MainThread:4200 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2023-10-05 20:10:16,217 INFO    MainThread:4200 [wandb_init.py:_pause_backend():438] pausing backend
2023-10-05 20:13:38,043 INFO    MainThread:4200 [wandb_init.py:_resume_backend():443] resuming backend
2023-10-05 20:13:38,044 INFO    MainThread:4200 [jupyter.py:save_ipynb():373] not saving jupyter notebook
2023-10-05 20:13:38,044 INFO    MainThread:4200 [wandb_init.py:_pause_backend():438] pausing backend
